1567435584 0
1568814087 2962
1568827939 2966
1568908147 3309
1568991318 3333
1568991501 3316
1569157791 3408
1569235458 3347
1569242794 3348
1569314769 3421
1569339578 3426
1569442267 3514
1569514305 3595
1569590476 3593
1570100933 3666
1570101011 3593
1570193887 3514
1570572658 3924
1570618010 3512
1570623964 3581
1570702810 3965
1570711472 3963
1570712550 3974
1570712606 3976
1570723781 4014
1570724919 3964
1570802864 3992
1570809087 3992
1571068229 3992
1571073442 3986
1571135001 3970
1571139869 3975
1571157191 3971
1571222773 4136
1571226375 4134
1571227482 4134
1571228557 4198
1571228593 4209
1571228677 4209
1571330507 4522
1571332397 4208
1571410450 4523
1571444681 4393
1571702349 4389
1571763639 4466
1571768418 4466
1571768512 4466
1571788091 4440
1571795583 4442
1571850249 4442
1571852680 4437
1571860747 4439
1571878849 4437
1571880266 4438
1571932324 4454
1572050417 4453
1572565840 4453
1573083351 4440
1573103861 4441
1573123208 4439
1573207431 4439
1573214715 4436
1573815449 4436
1573833043 4438
1574681674 4436
1574706657 4435
1574706803 4435
1574769588 4421
1574770466 4434
1574782829 4426
1574783602 4426
1574785269 4425
1574786166 4430
1574786313 4430
1574848820 4432
1574849035 4432
1574883500 4439
1576239679 4437
1576239716 4436
1576239935 4437
1576253813 4454
1576531921 4449
1576599983 4452
1576601374 4490
1576601454 4767
1576615319 4767
1576615478 4767
1576665157 4767
1576665281 4767
1578421415 4761
1578481385 4760
1579879102 4759
1579880742 4762
1579881178 4762
1580154032 4762
1580212181 4762
1582638638 4758
1582855646 4860
1583189798 4857
1583193391 4851
1583195758 4857
1583195809 4856
1583281946 4859
1583355740 4865
1583369113 4806
1583438335 4867
1583443931 4875
1583453189 4878
1583521818 4891
1583531239 4886
1583774850 4887
1583775584 4889
1583870311 4898
1583949504 4899
1583949620 4898
1584986368 4902
1584986829 5396
1585131716 5394
1585131740 5394
1585131931 5394
1585131959 5394
1585150078 5394
1585220978 5365
1585899525 5282
1587045360 5284
1587570477 6318
1588250486 6319
1589898260 6174
1591809982 6174
1591820764 6162
1593075776 6401
1593769790 6144
1595520711 6195
1598459785 6495
1598461947 38448
1598466653 38448
1598512970 38454
1598518980 38454
1598532107 38459
1598533305 38459
1598540679 39005
1598869731 39004
1598869981 39004
1599058274 39004
1599425159 39004
1599588402 38986
1600154213 38988
1600243719 38988
1600353217 38955
1600789171 38955
1600789384 39072
1601632552 39296
1601632605 39301
1601921827 39332
1602702036 39404
1603298469 39404
1603298637 39422
1603911006 40502
1605174466 39937
1607024008 40073
1608113589 40078
1608219851 39986
1610567263 40101
1612193753 40495
1613051602 40395
1613052066 40398
1614192763 40494
1615535829 40516
1615852172 40516
1616424681 40553
1616430737 40516
1616578447 40516
1616607939 40317
1616608187 40317
1616665423 40317
1616698118 40321
1617027250 40325
1617274661 40427
1617890218 40440
1618230539 40449
1618264806 40476
1618312446 40507
1618326616 40383
1618560788 40399
1618855286 40438
1619020098 40478
1619031192 40478
1619085169 40481
1619117911 40482
1619422643 40514
1619423190 40488
1619425654 40563
1619598279 40563
1619603101 40644
1619774567 40702
1620222966 40772
1620228190 40690
1620237285 40731
1620298571 40757
1620373016 40600
1620648028 40677
1620804839 40714
1620821414 40716
1620828032 40731
1620842363 40731
1620908821 40738
1620979657 40917
1620984121 40934
1620984314 40934
1620990509 40934
1621240483 40776
1621250096 40781
1621324825 40783
1621367656 40773
1621370053 40773
1621436014 40773
1621496481 40770
1621501958 40609
1621508529 40612
1622015517 40623
1622103044 40662
1622441411 40706
1622645000 40740
1622741054 40767
1622790128 40819
1622819973 40828
1623399979 40823
1623660835 40823
1623832729 40823
1623838606 40823
1623839766 40832
1623864906 41033
1623918733 41033
1623923018 41033
1623926826 41030
1624014284 38360
1624379676 38361
1624431045 38364
1624640825 38399
1624971878 38403
1625165239 38406
1625666306 38406
1625751038 38528
1626173593 38535
1626174389 38522
1626286521 38550
1626434108 38546
1626444490 38555
